,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
28,"A Breath of Snow and Ashes (Outlander, #6)","Drums of Autumn (Outlander, #4)",0.002340486821258822,0.009253924816361803,0.002304479331700994,0.9846153846153846,106.3997605507333,0.002282820642623379,64.39849488693625
29,"Written in My Own Heart's Blood (Outlander, #8)","Drums of Autumn (Outlander, #4)",0.002340486821258822,0.009253924816361803,0.002304479331700994,0.9846153846153846,106.3997605507333,0.002282820642623379,64.39849488693625
30,"Voyager (Outlander, #3)","Drums of Autumn (Outlander, #4)",0.002340486821258822,0.009253924816361803,0.002304479331700994,0.9846153846153846,106.3997605507333,0.002282820642623379,64.39849488693625
31,"Drums of Autumn (Outlander, #4)","An Echo in the Bone (Outlander, #7)",0.002340486821258822,0.010262134523980988,0.002304479331700994,0.9846153846153846,95.94645074224022,0.0022804609410896313,64.332961255941
32,"A Breath of Snow and Ashes (Outlander, #6)","An Echo in the Bone (Outlander, #7)",0.002340486821258822,0.010262134523980988,0.002304479331700994,0.9846153846153846,95.94645074224022,0.0022804609410896313,64.332961255941
33,"Written in My Own Heart's Blood (Outlander, #8)","An Echo in the Bone (Outlander, #7)",0.002340486821258822,0.010262134523980988,0.002304479331700994,0.9846153846153846,95.94645074224022,0.0022804609410896313,64.332961255941
34,"Voyager (Outlander, #3)","An Echo in the Bone (Outlander, #7)",0.002340486821258822,0.010262134523980988,0.002304479331700994,0.9846153846153846,95.94645074224022,0.0022804609410896313,64.332961255941
35,"An Echo in the Bone (Outlander, #7)","Voyager (Outlander, #3)",0.0020884343943540257,0.009541984732824428,0.0020524269047961976,0.9827586206896551,102.99310344827586,0.002032499095689766,57.446564885496066
36,"Dragonfly in Amber (Outlander, #2)","Voyager (Outlander, #3)",0.0020884343943540257,0.009541984732824428,0.0020524269047961976,0.9827586206896551,102.99310344827586,0.002032499095689766,57.446564885496066
37,"Written in My Own Heart's Blood (Outlander, #8)","Voyager (Outlander, #3)",0.0020884343943540257,0.009541984732824428,0.0020524269047961976,0.9827586206896551,102.99310344827586,0.002032499095689766,57.446564885496066
38,"Dragonfly in Amber (Outlander, #2)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.004680973642517644,0.0020164194152383695,0.9824561403508771,209.88286099865044,0.0020068120589938243,56.73318450237632
39,"Dragonfly in Amber (Outlander, #2)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.004680973642517644,0.0020164194152383695,0.9824561403508771,209.88286099865044,0.0020068120589938243,56.73318450237632
40,"Written in My Own Heart's Blood (Outlander, #8)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.004680973642517644,0.0020164194152383695,0.9824561403508771,209.88286099865044,0.0020068120589938243,56.73318450237632
41,"Written in My Own Heart's Blood (Outlander, #8)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.004680973642517644,0.0020164194152383695,0.9824561403508771,209.88286099865044,0.0020068120589938243,56.73318450237632
42,"Voyager (Outlander, #3)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.004680973642517644,0.0020164194152383695,0.9824561403508771,209.88286099865044,0.0020068120589938243,56.73318450237632
43,"Voyager (Outlander, #3)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.004680973642517644,0.0020164194152383695,0.9824561403508771,209.88286099865044,0.0020068120589938243,56.73318450237632
44,"Dragonfly in Amber (Outlander, #2)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.003816793893129771,0.0020164194152383695,0.9824561403508771,257.4035087719298,0.002008585724762048,56.78244274809143
45,"Dragonfly in Amber (Outlander, #2)","Voyager (Outlander, #3)",0.0020524269047961976,0.003816793893129771,0.0020164194152383695,0.9824561403508771,257.4035087719298,0.002008585724762048,56.78244274809143
46,"Written in My Own Heart's Blood (Outlander, #8)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.003816793893129771,0.0020164194152383695,0.9824561403508771,257.4035087719298,0.002008585724762048,56.78244274809143
47,"Written in My Own Heart's Blood (Outlander, #8)","Voyager (Outlander, #3)",0.0020524269047961976,0.003816793893129771,0.0020164194152383695,0.9824561403508771,257.4035087719298,0.002008585724762048,56.78244274809143
48,"Drums of Autumn (Outlander, #4)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.003816793893129771,0.0020164194152383695,0.9824561403508771,257.4035087719298,0.002008585724762048,56.78244274809143
49,"Drums of Autumn (Outlander, #4)","Voyager (Outlander, #3)",0.0020524269047961976,0.003816793893129771,0.0020164194152383695,0.9824561403508771,257.4035087719298,0.002008585724762048,56.78244274809143
50,"An Echo in the Bone (Outlander, #7)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.009253924816361803,0.0020164194152383695,0.9824561403508771,106.16642774250802,0.0019974264109703073,56.472526285467204
51,"Dragonfly in Amber (Outlander, #2)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.009253924816361803,0.0020164194152383695,0.9824561403508771,106.16642774250802,0.0019974264109703073,56.472526285467204
52,"Written in My Own Heart's Blood (Outlander, #8)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.009253924816361803,0.0020164194152383695,0.9824561403508771,106.16642774250802,0.0019974264109703073,56.472526285467204
53,"Voyager (Outlander, #3)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.009253924816361803,0.0020164194152383695,0.9824561403508771,106.16642774250802,0.0019974264109703073,56.472526285467204
54,"Dragonfly in Amber (Outlander, #2)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.010262134523980988,0.0020164194152383695,0.9824561403508771,95.73604185903355,0.001995357134240713,56.41505833213291
55,"Written in My Own Heart's Blood (Outlander, #8)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.010262134523980988,0.0020164194152383695,0.9824561403508771,95.73604185903355,0.001995357134240713,56.41505833213291
56,"Drums of Autumn (Outlander, #4)","An Echo in the Bone (Outlander, #7)",0.0020524269047961976,0.010262134523980988,0.0020164194152383695,0.9824561403508771,95.73604185903355,0.001995357134240713,56.41505833213291
57,"Dragonfly in Amber (Outlander, #2)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.009253924816361803,0.0020164194152383695,0.9824561403508771,106.16642774250802,0.0019974264109703073,56.472526285467204
58,"Written in My Own Heart's Blood (Outlander, #8)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.009253924816361803,0.0020164194152383695,0.9824561403508771,106.16642774250802,0.0019974264109703073,56.472526285467204
59,"Voyager (Outlander, #3)","Drums of Autumn (Outlander, #4)",0.0020524269047961976,0.009253924816361803,0.0020164194152383695,0.9824561403508771,106.16642774250802,0.0019974264109703073,56.472526285467204
60,"Dragonfly in Amber (Outlander, #2)","Voyager (Outlander, #3)",0.0020524269047961976,0.009541984732824428,0.0020164194152383695,0.9824561403508771,102.96140350877192,0.001996835189047566,56.45610687022883
61,"Written in My Own Heart's Blood (Outlander, #8)","Voyager (Outlander, #3)",0.0020524269047961976,0.009541984732824428,0.0020164194152383695,0.9824561403508771,102.96140350877192,0.001996835189047566,56.45610687022883
62,"Drums of Autumn (Outlander, #4)","Voyager (Outlander, #3)",0.0020524269047961976,0.009541984732824428,0.0020164194152383695,0.9824561403508771,102.96140350877192,0.001996835189047566,56.45610687022883
63,"An Echo in the Bone (Outlander, #7)","Drums of Autumn (Outlander, #4)",0.0030966441019732102,0.009253924816361803,0.0030246291228575545,0.9767441860465117,105.54918106958647,0.0029959730111548642,42.60208123289657
64,"Dragonfly in Amber (Outlander, #2)","Drums of Autumn (Outlander, #4)",0.0030966441019732102,0.009253924816361803,0.0030246291228575545,0.9767441860465117,105.54918106958647,0.0029959730111548642,42.60208123289657
65,"Voyager (Outlander, #3)","Drums of Autumn (Outlander, #4)",0.0030966441019732102,0.009253924816361803,0.0030246291228575545,0.9767441860465117,105.54918106958647,0.0029959730111548642,42.60208123289657
66,"An Echo in the Bone (Outlander, #7)","Voyager (Outlander, #3)",0.00291660665418407,0.009541984732824428,0.0028445916750684144,0.9753086419753088,102.21234567901236,0.002816761458902536,40.113549618320796
67,"Dragonfly in Amber (Outlander, #2)","Voyager (Outlander, #3)",0.00291660665418407,0.009541984732824428,0.0028445916750684144,0.9753086419753088,102.21234567901236,0.002816761458902536,40.113549618320796
68,"A Breath of Snow and Ashes (Outlander, #6)","Voyager (Outlander, #3)",0.00291660665418407,0.009541984732824428,0.0028445916750684144,0.9753086419753088,102.21234567901236,0.002816761458902536,40.113549618320796
69,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00291660665418407,0.015771280426328676,0.0028445916750684144,0.9753086419753088,61.84080275100063,0.002798593053631981,39.86126314273387
70,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00291660665418407,0.015771280426328676,0.0028445916750684144,0.9753086419753088,61.84080275100063,0.002798593053631981,39.86126314273387
71,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00291660665418407,0.015771280426328676,0.0028445916750684144,0.9753086419753088,61.84080275100063,0.002798593053631981,39.86126314273387
72,"An Echo in the Bone (Outlander, #7)","Drums of Autumn (Outlander, #4)",0.0028445916750684144,0.009253924816361803,0.0027725766959527582,0.9746835443037974,105.32650347239324,0.0027462530584584266,39.134469969753674
73,"Dragonfly in Amber (Outlander, #2)","Drums of Autumn (Outlander, #4)",0.0028445916750684144,0.009253924816361803,0.0027725766959527582,0.9746835443037974,105.32650347239324,0.0027462530584584266,39.134469969753674
74,"Voyager (Outlander, #3)","Drums of Autumn (Outlander, #4)",0.0028445916750684144,0.009253924816361803,0.0027725766959527582,0.9746835443037974,105.32650347239324,0.0027462530584584266,39.134469969753674
75,"A Breath of Snow and Ashes (Outlander, #6)","Drums of Autumn (Outlander, #4)",0.0028445916750684144,0.009253924816361803,0.0027725766959527582,0.9746835443037974,105.32650347239324,0.0027462530584584266,39.134469969753674
76,"A Breath of Snow and Ashes (Outlander, #6)","An Echo in the Bone (Outlander, #7)",0.0028085841855105863,0.010262134523980988,0.00273656920639493,0.9743589743589743,94.94700854700855,0.002707747137661295,38.59977675356471
77,"Written in My Own Heart's Blood (Outlander, #8)","An Echo in the Bone (Outlander, #7)",0.0028085841855105863,0.010262134523980988,0.00273656920639493,0.9743589743589743,94.94700854700855,0.002707747137661295,38.59977675356471
78,"Drums of Autumn (Outlander, #4)","An Echo in the Bone (Outlander, #7)",0.0028085841855105863,0.010262134523980988,0.00273656920639493,0.9743589743589743,94.94700854700855,0.002707747137661295,38.59977675356471
79,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00273656920639493,0.015771280426328676,0.002664554227279274,0.9736842105263157,61.73780341264119,0.002621395026919164,37.400691343799394
80,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00273656920639493,0.015771280426328676,0.002664554227279274,0.9736842105263157,61.73780341264119,0.002621395026919164,37.400691343799394
81,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00273656920639493,0.015771280426328676,0.002664554227279274,0.9736842105263157,61.73780341264119,0.002621395026919164,37.400691343799394
82,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00273656920639493,0.015771280426328676,0.002664554227279274,0.9736842105263157,61.73780341264119,0.002621395026919164,37.400691343799394
83,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
84,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
85,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
86,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
87,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
88,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
89,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
90,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
91,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
92,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
93,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
94,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002700561716837102,0.015771280426328676,0.0026285467377214463,0.9733333333333335,61.71555555555557,0.002585955421576601,36.908576984012896
95,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002592539248163618,0.015771280426328676,0.002520524269047962,0.9722222222222222,61.645104008117706,0.0024796366055489104,35.43223390465215
96,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002592539248163618,0.015771280426328676,0.002520524269047962,0.9722222222222222,61.645104008117706,0.0024796366055489104,35.43223390465215
97,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002592539248163618,0.015771280426328676,0.002520524269047962,0.9722222222222222,61.645104008117706,0.0024796366055489104,35.43223390465215
98,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002592539248163618,0.015771280426328676,0.002520524269047962,0.9722222222222222,61.645104008117706,0.0024796366055489104,35.43223390465215
99,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.002592539248163618,0.015771280426328676,0.002520524269047962,0.9722222222222222,61.645104008117706,0.0024796366055489104,35.43223390465215
100,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
101,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
102,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
103,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
104,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
105,"Written in My Own Heart's Blood (Outlander, #8)","An Echo in the Bone (Outlander, #7)",0.00255653175860579,0.010262134523980988,0.002484516779490134,0.9718309859154929,94.7006671608599,0.0024582813066684915,35.135694224398584
106,"Voyager (Outlander, #3)","An Echo in the Bone (Outlander, #7)",0.00255653175860579,0.010262134523980988,0.002484516779490134,0.9718309859154929,94.7006671608599,0.0024582813066684915,35.135694224398584
107,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
108,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
109,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
110,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
111,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
112,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
113,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
114,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
115,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
116,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.00255653175860579,0.015771280426328676,0.002484516779490134,0.9718309859154929,61.62029712521705,0.0024441970002063466,34.94011954486524
117,"An Echo in the Bone (Outlander, #7)","Drums of Autumn (Outlander, #4)",0.002484516779490134,0.009253924816361803,0.0024125018003744777,0.9710144927536232,104.9300174815316,0.0023895102688920866,34.1807395938355
118,"Written in My Own Heart's Blood (Outlander, #8)","Drums of Autumn (Outlander, #4)",0.002484516779490134,0.009253924816361803,0.0024125018003744777,0.9710144927536232,104.9300174815316,0.0023895102688920866,34.1807395938355
119,"Voyager (Outlander, #3)","Drums of Autumn (Outlander, #4)",0.002484516779490134,0.009253924816361803,0.0024125018003744777,0.9710144927536232,104.9300174815316,0.0023895102688920866,34.1807395938355
120,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.0024485092899323058,0.015771280426328676,0.00237649431081665,0.9705882352941178,61.54149879129735,0.0023378781841786565,33.46377646550494
121,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.0024485092899323058,0.015771280426328676,0.00237649431081665,0.9705882352941178,61.54149879129735,0.0023378781841786565,33.46377646550494
122,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.0024485092899323058,0.015771280426328676,0.00237649431081665,0.9705882352941178,61.54149879129735,0.0023378781841786565,33.46377646550494
123,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.0024485092899323058,0.015771280426328676,0.00237649431081665,0.9705882352941178,61.54149879129735,0.0023378781841786565,33.46377646550494
124,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.0024485092899323058,0.015771280426328676,0.00237649431081665,0.9705882352941178,61.54149879129735,0.0023378781841786565,33.46377646550494
125,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0.0024485092899323058,0.015771280426328676,0.00237649431081665,0.9705882352941178,61.54149879129735,0.0023378781841786565,33.46377646550494
126,"A Breath of Snow and Ashes (Outlander, #6)","An Echo in the Bone (Outlander, #7)",0.00237649431081665,0.004680973642517644,0.002304479331700994,0.9696969696969696,207.15710955710952,0.002293355024470468,32.845527869796825
